bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,fips,transactiondate,County
2.0,3,1530,302501,1962,4197.73,6037,2017-06-29,Los Angeles County
2.0,4,1530,335187,1977,3985.43,6037,2017-06-29,Los Angeles County
2.5,5,2072,98101,1965,1608.16,6059,2017-06-29,Orange County
2.0,3,2340,574785,1994,6845.9,6059,2017-06-29,Orange County
3.0,3,2362,1050000,1946,12763.73,6037,2017-06-29,Los Angeles County
2.0,3,1280,108223,1993,2146.01,6037,2017-06-29,Los Angeles County
2.0,3,1440,136688,1971,2325.34,6037,2017-06-29,Los Angeles County
3.0,4,2250,293100,2007,4452.5,6037,2017-06-29,Los Angeles County
1.0,2,1065,92455,1949,1577.1,6037,2017-06-29,Los Angeles County
3.0,5,2286,564000,1962,6742.3,6059,2017-06-29,Orange County
2.0,3,1258,328863,1954,3908.78,6059,2017-06-29,Orange County
2.0,3,1728,253800,1985,3825.06,6037,2017-06-29,Los Angeles County
3.0,4,1745,188000,1990,3022.34,6037,2017-06-29,Los Angeles County
3.0,4,2328,235982,1968,3177.42,6037,2017-06-29,Los Angeles County
2.0,3,2005,1125000,1953,14824.92,6037,2017-06-29,Los Angeles County
4.0,5,3195,551633,2006,10325.96,6037,2017-06-29,Los Angeles County
3.0,3,1935,202986,1947,2489.59,6037,2017-06-29,Los Angeles County
2.0,3,1317,50071,1923,1164.6,6037,2017-06-29,Los Angeles County
3.0,4,3682,480741,1985,6043.23,6037,2017-06-29,Los Angeles County
1.0,2,1006,186210,1937,2296.08,6037,2017-06-29,Los Angeles County
2.0,3,1252,288263,1959,3274.2,6111,2017-06-29,Ventura County
1.0,2,1344,253812,1950,4556.32,6037,2017-06-29,Los Angeles County
2.0,4,1340,103336,1955,1637.52,6037,2017-06-29,Los Angeles County
1.0,2,856,258882,1949,3427.26,6037,2017-06-29,Los Angeles County
2.0,2,1028,325429,1985,4525.66,6037,2017-06-29,Los Angeles County
2.5,4,2612,569334,1999,5471.5,6059,2017-06-29,Orange County
2.0,3,1825,209176,1998,4080.23,6037,2017-06-29,Los Angeles County
3.0,4,2491,320670,1984,3697.74,6111,2017-06-29,Ventura County
1.0,2,1110,303000,1940,3786.73,6037,2017-06-29,Los Angeles County
2.0,3,2130,943166,1940,11339.78,6037,2017-06-29,Los Angeles County
2.5,3,2046,703127,1994,10031.54,6059,2017-06-29,Orange County
2.0,4,1757,161233,1990,2757.36,6037,2017-06-29,Los Angeles County
3.0,3,1680,635546,1986,6567.24,6059,2017-06-29,Orange County
3.0,6,3107,952000,1996,9755.8,6059,2017-06-29,Orange County
1.0,2,660,478506,1943,5725.6,6037,2017-06-29,Los Angeles County
1.0,3,936,68503,1949,876.71,6037,2017-06-29,Los Angeles County
2.0,2,1298,104986,1939,1183.19,6037,2017-06-29,Los Angeles County
2.0,3,2376,375972,1920,4268.52,6037,2017-06-29,Los Angeles County
3.0,2,2780,787576,1968,9208.99,6037,2017-06-29,Los Angeles County
2.0,3,1435,441427,1961,5349.75,6037,2017-06-29,Los Angeles County
2.0,3,2155,242745,1973,3266.72,6059,2017-06-29,Orange County
2.0,3,1642,311460,1954,3793.26,6037,2017-06-29,Los Angeles County
2.0,2,1954,470459,1954,6093.67,6037,2017-06-29,Los Angeles County
2.0,3,1537,341724,1947,4464.62,6037,2017-06-29,Los Angeles County
2.0,2,1747,377969,1939,4665.12,6037,2017-06-29,Los Angeles County
3.0,4,2085,604789,1962,7428.89,6037,2017-06-29,Los Angeles County
2.0,3,1780,124631,1951,1615.34,6037,2017-06-29,Los Angeles County
2.0,4,1424,63114,1953,901.28,6037,2017-06-29,Los Angeles County
3.0,3,2544,131674,1946,1726.97,6037,2017-06-29,Los Angeles County
2.0,3,1299,240731,1957,3039.28,6059,2017-06-29,Orange County
2.0,3,1553,490983,1956,6097.39,6037,2017-06-29,Los Angeles County
1.0,2,754,360640,1920,4327.29,6037,2017-06-29,Los Angeles County
3.0,3,2911,470015,1985,5905.85,6037,2017-06-29,Los Angeles County
1.0,2,1120,245873,1928,2981.53,6037,2017-06-29,Los Angeles County
3.0,4,2445,571982,1962,6581.62,6037,2017-06-29,Los Angeles County
2.0,4,1300,54565,1957,942.67,6037,2017-06-29,Los Angeles County
2.0,2,1831,881644,1951,10685.43,6037,2017-06-29,Los Angeles County
3.0,5,2186,1120188,1952,13298.64,6037,2017-06-29,Los Angeles County
2.0,3,1364,426639,1961,4968.42,6059,2017-06-29,Orange County
1.0,3,930,264220,1955,3333.12,6037,2017-06-29,Los Angeles County
1.0,3,1089,147211,1955,2598.91,6037,2017-06-29,Los Angeles County
1.0,3,1188,360751,1947,4501.99,6037,2017-06-29,Los Angeles County
2.0,3,1561,949197,1968,10214.02,6037,2017-06-29,Los Angeles County
2.0,4,1490,535000,1958,6603.88,6037,2017-06-29,Los Angeles County
3.0,3,1500,394246,1956,4850.41,6037,2017-06-29,Los Angeles County
2.5,3,1823,314876,1993,2869.42,6059,2017-06-29,Orange County
3.0,4,2106,146462,1953,2030.3,6037,2017-06-29,Los Angeles County
2.0,2,1755,272878,1984,2709.2,6059,2017-06-29,Orange County
2.0,4,1528,150813,1998,3363.78,6037,2017-06-29,Los Angeles County
3.0,4,2484,448054,1962,5295.48,6059,2017-06-29,Orange County
3.0,4,1910,167474,1989,2845.44,6037,2017-06-29,Los Angeles County
3.0,5,2075,83420,1961,1362.55,6037,2017-06-29,Los Angeles County
3.0,3,2096,330449,1963,4088.13,6037,2017-06-29,Los Angeles County
2.0,4,1288,120592,1973,1849.27,6037,2017-06-29,Los Angeles County
2.0,3,1877,970000,1958,10543.54,6059,2017-06-29,Orange County
3.0,4,2049,228653,1989,3594.95,6037,2017-06-29,Los Angeles County
3.0,3,2096,612344,2013,7792.06,6059,2017-06-29,Orange County
2.5,4,1825,383427,2001,4069.02,6111,2017-06-29,Ventura County
1.0,3,1115,33088,1923,565.74,6037,2017-06-29,Los Angeles County
2.0,3,1216,112292,1955,1700.56,6037,2017-06-29,Los Angeles County
1.0,3,1017,195387,1922,2488.79,6037,2017-06-29,Los Angeles County
2.0,3,1210,620000,1951,7288.2,6037,2017-06-29,Los Angeles County
2.0,3,1404,443723,1955,5386.01,6037,2017-06-29,Los Angeles County
2.0,3,1109,180307,1956,2251.34,6059,2017-06-29,Orange County
2.0,3,1370,551324,1972,5699.44,6059,2017-06-29,Orange County
3.0,4,2181,555000,1953,6636.63,6037,2017-06-29,Los Angeles County
3.5,4,3506,749329,1990,8418.54,6111,2017-06-29,Ventura County
3.0,3,1706,170970,1991,3084.37,6037,2017-06-29,Los Angeles County
2.5,2,1300,197803,1986,2523.4,6059,2017-06-29,Orange County
3.0,3,1638,509000,1958,5875.7,6059,2017-06-29,Orange County
2.0,3,1449,141006,1956,2543.26,6037,2017-06-29,Los Angeles County
3.0,3,2355,588820,1962,6890.05,6037,2017-06-29,Los Angeles County
2.0,3,1968,86020,1949,1220.58,6037,2017-06-29,Los Angeles County
2.0,2,1431,609048,1976,6181.84,6059,2017-06-29,Orange County
2.5,3,2478,347952,1975,3468.9,6059,2017-06-29,Orange County
3.0,3,2074,327703,1949,4073.86,6037,2017-06-29,Los Angeles County
4.0,4,2760,464715,1952,5788.29,6037,2017-06-29,Los Angeles County
2.0,3,1065,102919,1984,1305.43,6037,2017-06-29,Los Angeles County
3.0,4,1889,507000,1998,6282.69,6037,2017-06-29,Los Angeles County
2.5,3,1951,652388,2001,7284.22,6059,2017-06-29,Orange County
2.0,3,1786,169940,1994,2183.96,6037,2017-06-29,Los Angeles County
2.0,3,1455,113444,1955,1965.37,6037,2017-06-29,Los Angeles County
2.0,3,735,165152,1924,2424.55,6037,2017-06-29,Los Angeles County
3.0,3,2612,897795,1952,10210.37,6037,2017-06-29,Los Angeles County
2.0,3,1578,160096,1992,2881.86,6037,2017-06-29,Los Angeles County
3.0,4,1940,128600,1954,1637.87,6037,2017-06-29,Los Angeles County
1.0,3,1517,571429,1947,6886.61,6037,2017-06-29,Los Angeles County
1.0,3,1489,450000,1954,5423.17,6037,2017-06-29,Los Angeles County
2.0,2,1498,657000,1963,7902.01,6037,2017-06-29,Los Angeles County
1.0,2,977,63114,1950,837.28,6037,2017-06-29,Los Angeles County
1.0,2,793,107169,1949,1661.75,6037,2017-06-29,Los Angeles County
3.0,3,1850,1497932,1926,18097.71,6037,2017-06-29,Los Angeles County
2.0,3,1652,431480,1949,5532.01,6037,2017-06-29,Los Angeles County
2.0,4,1310,470000,1976,5143.96,6111,2017-06-29,Ventura County
1.0,2,996,57935,1922,1304.75,6037,2017-06-29,Los Angeles County
2.5,4,2041,265781,1957,3193.16,6059,2017-06-29,Orange County
1.0,2,1199,197635,1940,2492.19,6037,2017-06-29,Los Angeles County
2.0,3,1305,227196,1952,3338.37,6037,2017-06-29,Los Angeles County
2.0,4,2074,703307,1962,8138.59,6037,2017-06-29,Los Angeles County
2.0,3,1592,157325,1962,2303.5,6059,2017-06-29,Orange County
2.0,4,1782,939700,1954,10753.29,6037,2017-06-29,Los Angeles County
2.0,3,1278,710127,1956,8176.4,6037,2017-06-29,Los Angeles County
4.0,3,3557,238709,1948,3282.17,6037,2017-06-29,Los Angeles County
2.0,3,2579,361296,1926,5170.35,6037,2017-06-29,Los Angeles County
1.0,2,1062,502341,1924,6077.18,6037,2017-06-29,Los Angeles County
3.0,5,3085,574275,1995,7202.74,6037,2017-06-29,Los Angeles County
2.0,4,1522,754000,1955,8596.38,6037,2017-06-29,Los Angeles County
3.0,3,2029,943167,1963,11476.81,6037,2017-06-29,Los Angeles County
2.0,4,1831,501000,1929,5992.32,6037,2017-06-29,Los Angeles County
2.0,5,2095,272597,1956,3417.93,6037,2017-06-29,Los Angeles County
2.0,3,1118,355337,1952,4421.11,6037,2017-06-29,Los Angeles County
1.0,2,1319,338830,1931,4129.61,6037,2017-06-29,Los Angeles County
3.0,3,2008,669000,1966,8216.3,6037,2017-06-29,Los Angeles County
2.0,4,1916,93380,1972,1261.42,6059,2017-06-29,Orange County
3.0,4,2152,154454,1959,2158.38,6037,2017-06-29,Los Angeles County
3.0,3,2104,347625,1995,4283.36,6059,2017-06-29,Orange County
2.0,3,1690,100911,1975,1426.08,6037,2017-06-29,Los Angeles County
3.0,4,2656,173974,1953,2603.13,6037,2017-06-29,Los Angeles County
3.0,5,3660,843427,1911,10226.01,6037,2017-06-29,Los Angeles County
1.0,3,1060,44264,1948,866.23,6037,2017-06-29,Los Angeles County
1.0,2,1345,41366,1931,579.08,6037,2017-06-29,Los Angeles County
3.0,5,2859,334000,2004,4889.55,6037,2017-06-29,Los Angeles County
1.0,2,607,198788,1924,2272.9,6037,2017-06-29,Los Angeles County
4.0,6,2548,229525,1978,3588.29,6037,2017-06-29,Los Angeles County
2.0,3,1296,100794,1982,1977.15,6037,2017-06-29,Los Angeles County
2.0,4,1623,291193,1963,3077.24,6111,2017-06-29,Ventura County
3.0,3,1805,165581,1981,2665.69,6037,2017-06-29,Los Angeles County
3.0,3,2091,954933,1948,11664.25,6037,2017-06-29,Los Angeles County
1.0,1,579,355497,1952,3838.85,6037,2017-06-29,Los Angeles County
1.0,3,962,41785,1951,829.26,6037,2017-06-29,Los Angeles County
2.0,4,1573,456861,1966,5704.06,6037,2017-06-29,Los Angeles County
2.0,3,1615,587829,1954,6736.74,6059,2017-06-29,Orange County
1.0,2,885,246255,1940,2973.28,6037,2017-06-29,Los Angeles County
2.0,2,1480,846727,1937,10295.11,6037,2017-06-29,Los Angeles County
4.0,4,2676,428390,1984,5420.16,6037,2017-06-29,Los Angeles County
3.0,4,1783,238701,1959,2921.97,6037,2017-06-29,Los Angeles County
1.0,3,1325,77404,1936,1118.53,6037,2017-06-29,Los Angeles County
2.0,3,1142,87269,1944,1190.41,6037,2017-06-29,Los Angeles County
2.0,3,1310,80971,1960,1298.25,6037,2017-06-29,Los Angeles County
2.0,3,1290,608134,1955,7304.72,6037,2017-06-29,Los Angeles County
2.0,4,1867,370087,1964,4463.1,6059,2017-06-29,Orange County
2.0,4,1247,63279,1952,1095.81,6037,2017-06-29,Los Angeles County
3.0,5,2436,117822,1941,1721.06,6037,2017-06-29,Los Angeles County
4.0,4,3986,740000,1988,9235.84,6037,2017-06-29,Los Angeles County
2.0,4,2230,228122,1973,3397.07,6037,2017-06-29,Los Angeles County
2.0,4,1390,268275,1962,3154.66,6059,2017-06-29,Orange County
3.0,4,3520,899586,1989,8634.44,6059,2017-06-29,Orange County
3.0,4,2603,517893,1985,5768.8,6111,2017-06-29,Ventura County
4.0,5,2824,338375,1928,4410.45,6037,2017-06-29,Los Angeles County
2.0,3,1624,74090,1956,1222.4,6037,2017-06-29,Los Angeles County
1.0,1,616,272000,1923,3242.55,6037,2017-06-29,Los Angeles County
3.0,3,2189,794717,1968,9741.83,6037,2017-06-29,Los Angeles County
2.0,5,1550,161101,1948,2998.88,6037,2017-06-29,Los Angeles County
2.0,4,1318,554788,1964,6463.8,6059,2017-06-29,Orange County
1.0,2,1336,1066012,1936,12790.99,6037,2017-06-29,Los Angeles County
2.0,4,1952,269000,1970,3894.5,6037,2017-06-29,Los Angeles County
2.0,4,1462,440098,1968,5172.06,6111,2017-06-29,Ventura County
2.0,3,1860,504676,1972,5737.46,6059,2017-06-29,Orange County
2.0,3,1170,164698,1958,2281.42,6059,2017-06-29,Orange County
2.0,3,1559,183902,1978,2633.48,6111,2017-06-29,Ventura County
2.0,3,1826,485000,1961,5660.36,6111,2017-06-29,Ventura County
2.0,2,1814,106613,1948,1458.82,6037,2017-06-29,Los Angeles County
2.0,2,1761,69126,1941,956.36,6037,2017-06-29,Los Angeles County
1.0,2,846,48197,1949,5305.93,6037,2017-06-29,Los Angeles County
2.0,4,1263,443662,1963,5215.34,6111,2017-06-29,Ventura County
2.0,3,1225,258682,1950,3592.39,6037,2017-06-29,Los Angeles County
3.0,4,2322,784788,1979,3907.76,6037,2017-06-29,Los Angeles County
2.5,4,2590,970000,1971,10900.96,6059,2017-06-29,Orange County
2.0,4,2154,499310,1966,6223.53,6037,2017-06-29,Los Angeles County
3.0,5,2501,664000,1965,8111.34,6037,2017-06-29,Los Angeles County
1.0,3,966,319000,1947,5654.7,6037,2017-06-29,Los Angeles County
2.0,4,1900,335220,1954,4215.69,6037,2017-06-29,Los Angeles County
4.0,5,3199,477466,1981,5917.46,6037,2017-06-29,Los Angeles County
2.5,4,2298,372821,1994,3722.08,6059,2017-06-29,Orange County
3.0,4,2460,564762,1979,6441.12,6111,2017-06-29,Ventura County
2.0,3,1311,350140,1959,4399.47,6037,2017-06-29,Los Angeles County
2.0,3,1938,299729,1979,2982.44,6059,2017-06-29,Orange County
2.5,3,2700,862962,1981,8752.8,6059,2017-06-29,Orange County
1.5,3,1426,435000,1968,5047.46,6059,2017-06-29,Orange County
2.0,3,1260,393501,1959,4734.38,6037,2017-06-29,Los Angeles County
2.5,4,2458,346324,1978,3697.6,6111,2017-06-29,Ventura County
2.0,6,2349,498235,1964,5553.24,6059,2017-06-29,Orange County
2.0,3,1103,57400,1961,1002.16,6111,2017-06-29,Ventura County
2.0,4,1461,329099,1956,4212.52,6037,2017-06-29,Los Angeles County
1.5,4,1227,50640,1961,1001.24,6111,2017-06-29,Ventura County
2.5,3,1737,605176,2002,8841.6,6059,2017-06-29,Orange County
3.0,3,2016,298607,1935,3724.28,6037,2017-06-29,Los Angeles County
1.0,2,935,118326,1927,1986.77,6037,2017-06-29,Los Angeles County
1.0,2,784,543907,1950,6515.53,6037,2017-06-29,Los Angeles County
3.0,5,3226,653590,1989,7742.38,6059,2017-06-29,Orange County
1.5,4,1226,420000,1962,4960.06,6111,2017-06-29,Ventura County
1.5,2,1350,467000,1973,5613.5,6059,2017-06-29,Orange County
3.0,2,1497,694645,1955,8644.24,6037,2017-06-29,Los Angeles County
1.0,3,1503,418000,1929,5555.1,6037,2017-06-29,Los Angeles County
3.0,4,2337,395764,1959,4899.6,6037,2017-06-29,Los Angeles County
2.0,4,1395,64410,1967,954.3,6059,2017-06-29,Orange County
2.0,3,1620,528451,1967,6174.12,6037,2017-06-29,Los Angeles County
2.0,3,1900,102890,1959,1366.18,6037,2017-06-29,Los Angeles County
1.0,2,908,648788,1939,7730.7,6037,2017-06-29,Los Angeles County
2.0,3,1624,96094,1962,1266.48,6059,2017-06-29,Orange County
2.0,1,1172,474324,2007,5810.84,6037,2017-06-29,Los Angeles County
2.5,4,1974,408845,1990,4497.2,6059,2017-06-29,Orange County
3.0,3,1847,456527,1987,6187.87,6037,2017-06-29,Los Angeles County
2.0,3,1460,313893,1969,3717.06,6059,2017-06-29,Orange County
2.0,3,1096,213298,1942,2674.91,6037,2017-06-29,Los Angeles County
2.5,3,1870,341073,2000,4046.42,6111,2017-06-29,Ventura County
4.5,4,4831,1353892,1989,13648.32,6059,2017-06-29,Orange County
2.0,3,1685,82410,1954,1350.66,6037,2017-06-29,Los Angeles County
1.0,2,900,274117,1973,3528.08,6059,2017-06-29,Orange County
3.0,4,2736,953319,1986,9665.64,6059,2017-06-29,Orange County
4.0,3,3211,1020178,1980,12454.86,6037,2017-06-29,Los Angeles County
2.5,3,1887,558386,2004,10246.08,6111,2017-06-29,Ventura County
2.0,3,1673,1414711,1972,17207.27,6037,2017-06-29,Los Angeles County
2.5,4,2538,774974,1976,8602.12,6059,2017-06-29,Orange County
2.0,3,1162,348000,1972,4377.38,6059,2017-06-29,Orange County
2.0,3,1590,506168,1943,6195.29,6037,2017-06-29,Los Angeles County
3.5,5,2702,294388,1983,3073.22,6059,2017-06-29,Orange County
3.0,4,1828,882251,1950,10756.59,6037,2017-06-29,Los Angeles County
2.5,3,1719,241475,1992,3151.56,6111,2017-06-29,Ventura County
3.0,5,2453,711277,1999,8427.34,6059,2017-06-29,Orange County
3.0,5,2453,781827,1999,9118.2,6059,2017-06-29,Orange County
1.0,2,1200,178190,1925,2706.58,6037,2017-06-29,Los Angeles County
2.0,4,1731,79636,1949,1162.65,6037,2017-06-29,Los Angeles County
1.0,3,1506,173654,1940,2152.63,6037,2017-06-29,Los Angeles County
2.0,3,1483,432902,1955,5379.93,6037,2017-06-29,Los Angeles County
2.0,3,1160,398678,1972,4786.4,6111,2017-06-29,Ventura County
3.0,3,2225,441428,1959,5493.36,6037,2017-06-29,Los Angeles County
2.0,3,1181,80095,1955,1731.15,6037,2017-06-29,Los Angeles County
4.0,4,3944,468760,1976,5692.13,6037,2017-06-29,Los Angeles County
3.0,5,2760,592807,1999,9410.36,6059,2017-06-29,Orange County
2.5,4,2115,741930,1979,8414.4,6111,2017-06-29,Ventura County
2.0,3,1325,81173,1953,1156.85,6037,2017-06-29,Los Angeles County
4.5,5,4840,1220195,2000,12665.36,6059,2017-06-29,Orange County
3.0,4,2391,559888,2005,5669.76,6059,2017-06-29,Orange County
2.5,3,1809,412962,2014,4185.26,6059,2017-06-29,Orange County
1.0,3,1334,322900,1915,4005.25,6037,2017-06-29,Los Angeles County
3.5,4,3349,855199,1991,9663.52,6059,2017-06-29,Orange County
1.0,3,1080,43223,1953,1200.35,6037,2017-06-29,Los Angeles County
4.5,4,3411,1032246,2004,16238.02,6059,2017-06-29,Orange County
2.5,3,2118,587422,2003,9516.86,6059,2017-06-29,Orange County
2.0,3,1586,458789,1957,5643.6,6037,2017-06-29,Los Angeles County
5.0,3,2653,1072325,1930,12984.19,6037,2017-06-29,Los Angeles County
2.0,4,1650,668034,1979,6778.74,6059,2017-06-29,Orange County
2.0,3,1436,123934,1974,1715.3,6111,2017-06-29,Ventura County
2.5,4,1632,87148,1962,995.42,6111,2017-06-29,Ventura County
2.0,3,1348,479705,1954,5865.8,6037,2017-06-29,Los Angeles County
2.0,4,1594,517318,1976,6038.83,6037,2017-06-29,Los Angeles County
2.0,4,1325,108775,1955,1509.62,6037,2017-06-29,Los Angeles County
1.0,2,1075,649760,1910,19490.09,6037,2017-06-29,Los Angeles County
2.0,3,1269,499000,1963,5815.94,6059,2017-06-29,Orange County
2.0,2,1384,368647,1947,4405.72,6111,2017-06-29,Ventura County
2.5,4,2108,734000,1990,7075.34,6059,2017-06-29,Orange County
3.0,4,2380,303030,1951,4210.09,6037,2017-06-29,Los Angeles County
3.0,5,1940,435123,1967,5806.9,6037,2017-06-29,Los Angeles County
3.0,4,2121,680217,1979,7950.99,6037,2017-06-29,Los Angeles County
2.0,3,1059,148968,1947,1896.95,6037,2017-06-29,Los Angeles County
3.0,3,1988,632868,1976,7155.73,6037,2017-06-29,Los Angeles County
2.0,3,1713,517765,1963,6301.27,6037,2017-06-29,Los Angeles County
3.0,5,2431,386939,1966,4711.62,6059,2017-06-29,Orange County
4.0,5,2886,185680,2007,4682.26,6037,2017-06-29,Los Angeles County
1.0,2,999,83201,1925,930.97,6037,2017-06-29,Los Angeles County
2.0,3,2144,708760,1957,8503.63,6037,2017-06-29,Los Angeles County
2.0,3,1258,413368,1978,4928.26,6037,2017-06-29,Los Angeles County
2.0,3,1892,322717,1949,3960.31,6037,2017-06-29,Los Angeles County
1.5,3,1226,490682,1959,5947.26,6059,2017-06-29,Orange County
2.0,3,2762,361803,1985,4471.56,6037,2017-06-29,Los Angeles County
2.5,4,2052,366861,2001,4298.46,6111,2017-06-29,Ventura County
1.0,3,936,261096,1956,3256.77,6037,2017-06-29,Los Angeles County
3.0,3,2516,744173,1951,8653.84,6059,2017-06-28,Orange County
2.0,3,1424,394464,1968,4613.18,6059,2017-06-28,Orange County
2.0,4,1835,675973,1961,8203.27,6037,2017-06-28,Los Angeles County
2.0,3,1451,169767,1948,2161.16,6059,2017-06-28,Orange County
1.0,2,1435,394017,1926,4743.58,6059,2017-06-28,Orange County
3.0,4,2774,235537,2007,3797.57,6037,2017-06-28,Los Angeles County
1.0,3,982,272596,1956,3184.88,6111,2017-06-28,Ventura County
2.0,4,1623,637184,1956,7979.91,6037,2017-06-28,Los Angeles County
3.0,4,2570,324778,2011,8112.04,6037,2017-06-28,Los Angeles County
1.0,3,822,345000,1952,4849.88,6037,2017-06-28,Los Angeles County
2.0,4,1253,463000,1955,5361.82,6059,2017-06-28,Orange County
3.0,3,2094,287396,1951,3625.14,6037,2017-06-28,Los Angeles County
4.0,5,3223,740050,1977,9089.52,6037,2017-06-28,Los Angeles County
2.0,4,2006,744000,1927,8584.92,6037,2017-06-28,Los Angeles County
2.0,3,1337,430526,1946,5062.69,6037,2017-06-28,Los Angeles County
1.0,2,974,139024,1928,1810.57,6037,2017-06-28,Los Angeles County
2.0,3,1162,668452,1955,7630.14,6037,2017-06-28,Los Angeles County
1.0,1,676,163555,1939,2074.25,6037,2017-06-28,Los Angeles County
2.0,3,1958,1331500,1948,16134.78,6037,2017-06-28,Los Angeles County
3.0,3,4153,934070,1991,12177.88,6037,2017-06-28,Los Angeles County
2.0,5,1429,73508,1962,1086.22,6059,2017-06-28,Orange County
1.0,3,1085,444000,1952,5564.98,6037,2017-06-28,Los Angeles County
2.0,2,1246,450000,1952,5413.17,6037,2017-06-28,Los Angeles County
1.0,3,1153,62794,1948,1284.43,6037,2017-06-28,Los Angeles County
2.0,3,1583,140428,1996,2579.2,6037,2017-06-28,Los Angeles County
1.0,2,1028,79932,1925,1499.67,6037,2017-06-28,Los Angeles County
2.0,3,1215,231654,1968,2930.44,6059,2017-06-28,Orange County
4.0,6,3394,202843,2005,3316.75,6037,2017-06-28,Los Angeles County
1.0,3,989,291376,1944,3840.69,6037,2017-06-28,Los Angeles County
2.0,4,1594,562664,1953,6791.64,6037,2017-06-28,Los Angeles County
1.0,1,838,323000,1934,3948.54,6037,2017-06-28,Los Angeles County
2.0,3,2559,316925,1950,4038.91,6037,2017-06-28,Los Angeles County
2.5,3,1694,347344,1989,4750.5,6111,2017-06-28,Ventura County
1.0,3,1335,39499,1930,517.33,6037,2017-06-28,Los Angeles County
4.0,4,3007,904545,1937,10653.68,6037,2017-06-28,Los Angeles County
1.0,2,1415,60435,1941,1106.5,6037,2017-06-28,Los Angeles County
2.0,4,1313,54621,1952,1159.95,6037,2017-06-28,Los Angeles County
1.0,2,964,259951,1941,3474.5,6037,2017-06-28,Los Angeles County
3.0,5,2473,85227,1962,1293.48,6059,2017-06-28,Orange County
2.0,3,1253,355445,1950,4433.61,6037,2017-06-28,Los Angeles County
2.0,3,1530,401176,1961,4752.34,6037,2017-06-28,Los Angeles County
1.0,2,1186,205873,1949,2560.66,6037,2017-06-28,Los Angeles County
2.0,2,1114,460475,1965,5609.97,6037,2017-06-28,Los Angeles County
2.0,3,1585,78440,1964,1219.87,6037,2017-06-28,Los Angeles County
2.0,3,1148,218278,1984,3374.17,6037,2017-06-28,Los Angeles County
2.0,4,1569,479775,1962,5911.35,6037,2017-06-28,Los Angeles County
3.0,4,3209,241391,2008,3844.2,6037,2017-06-28,Los Angeles County
2.0,4,2319,725112,1968,8311.08,6037,2017-06-28,Los Angeles County
1.0,2,1146,64648,1941,872.36,6037,2017-06-28,Los Angeles County
3.0,4,2508,307000,2006,4439.62,6037,2017-06-28,Los Angeles County
1.0,2,1026,346258,1924,4587.67,6037,2017-06-28,Los Angeles County
1.0,2,785,286795,1950,3834.62,6037,2017-06-28,Los Angeles County
2.0,3,1734,391623,1974,4858.78,6037,2017-06-28,Los Angeles County
2.0,2,1218,117055,1951,1534.87,6037,2017-06-28,Los Angeles County
1.0,3,1157,32883,1947,850.75,6037,2017-06-28,Los Angeles County
2.0,3,1841,122017,2006,2433.68,6037,2017-06-28,Los Angeles County
1.0,2,1149,248325,1954,3090.69,6037,2017-06-28,Los Angeles County
3.0,4,2340,913724,1936,10123.38,6037,2017-06-28,Los Angeles County
2.0,3,1841,106101,2005,2161.93,6037,2017-06-28,Los Angeles County
2.0,5,2356,107287,1949,1798.27,6037,2017-06-28,Los Angeles County
1.0,3,1128,39349,1933,825.62,6037,2017-06-28,Los Angeles County
2.0,3,1396,54160,1953,1167.38,6037,2017-06-28,Los Angeles County
2.0,3,1471,329774,1925,4007.27,6037,2017-06-28,Los Angeles County
3.0,4,2213,318000,1990,4491.36,6037,2017-06-28,Los Angeles County
2.0,3,1447,249338,1956,2847.08,6111,2017-06-28,Ventura County
5.0,3,3369,338320,1928,4051.18,6037,2017-06-28,Los Angeles County
2.0,3,1269,422757,1955,5342.83,6037,2017-06-28,Los Angeles County
3.0,4,2344,281797,1973,2984.8,6059,2017-06-28,Orange County
2.0,4,1688,816582,1925,9516.89,6037,2017-06-28,Los Angeles County
2.5,3,1804,581287,2003,9280.04,6059,2017-06-28,Orange County
2.0,2,1403,320428,1985,3472.1,6111,2017-06-28,Ventura County
2.0,4,1908,64150,1937,1168.36,6037,2017-06-28,Los Angeles County
2.0,3,1558,676940,1963,8256.58,6037,2017-06-28,Los Angeles County
4.0,4,2588,1395968,1966,16979.71,6037,2017-06-28,Los Angeles County
3.5,4,2695,1138057,2008,16668.3,6059,2017-06-28,Orange County
3.0,6,2763,920084,2002,13051.9,6059,2017-06-28,Orange County
3.0,4,2567,723400,2003,11762.5,6059,2017-06-28,Orange County
2.5,4,2942,533270,1976,5344.2,6059,2017-06-28,Orange County
2.0,4,1373,403445,1960,4869.16,6037,2017-06-28,Los Angeles County
5.5,5,4781,1208000,2006,13421.28,6111,2017-06-28,Ventura County
2.0,3,1317,164711,1961,2152.34,6037,2017-06-28,Los Angeles County
2.5,4,2644,786818,1985,8285.7,6059,2017-06-28,Orange County
2.0,3,1781,432902,1958,5467.44,6037,2017-06-28,Los Angeles County
2.0,3,1449,391161,1981,4022.92,6059,2017-06-28,Orange County
2.5,4,2199,662340,1967,7006.12,6111,2017-06-28,Ventura County
2.0,3,1775,106887,1958,1031.02,6059,2017-06-28,Orange County
3.0,4,1910,562790,1995,6550.78,6059,2017-06-28,Orange County
